"id","name","code","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"account_1003","存放中央银行款项","1003","account.data_account_type_current_assets","cn_chart_template","","True"
"account_1011","存放同业","1011","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1012","其他货币资金","1012","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1021","结算备付金","1021","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1031","存出保证金","1031","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1101","交易性金融资产","1101","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1111","买入返售金融资产","1111","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1121","应收票据","1121","account.data_account_type_receivable","cn_chart_template","","True"
"account_1122","应收账款","1122","account.data_account_type_receivable","cn_chart_template","","True"
"account_1123","预付账款","1123","account.data_account_type_prepayments","cn_chart_template","","True"
"account_1124","应收账款 (PoS)","1124","account.data_account_type_receivable","cn_chart_template","","True"
"account_1131","应收股利","1131","account.data_account_type_receivable","cn_chart_template","","True"
"account_1132","应收利息","1132","account.data_account_type_receivable","cn_chart_template","","True"
"account_1201","应收代位追偿款","1201","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1211","应收分保账款","1211","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1212","应收分保合同准备金","1212","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1221","其他应收款","1221","account.data_account_type_receivable","cn_chart_template","","True"
"account_1231","坏账准备","1231","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1301","贴现资产","1301","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1302","拆出资金","1302","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1303","贷款","1303","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1304","贷款损失准备","1304","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1311","代理兑付证券","1311","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1321","代理业务资产","1321","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1401","材料采购","1401","account.data_account_type_current_assets","cn_chart_template","","True"
"account_1402","在途物资","1402","account.data_account_type_current_assets","cn_chart_template","","True"
"account_1403","原材料","1403","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1404","材料成本差异","1404","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1405","库存商品","1405","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1406","发出商品","1406","account.data_account_type_current_assets","cn_chart_template","","True"
"account_1407","商品进销差价","1407","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1408","委托加工物资","1408","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1411","周转材料","1411","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1421","消耗性生物资产","1421","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1431","贵金属","1431","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1441","抵债资产","1441","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1451","损余物资","1451","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1461","融资租赁资产","1461","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1471","存货跌价准备","1471","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1501","持有至到期投资","1501","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1502","持有至到期投资减值准备","1502","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1503","可供出售金融资产","1503","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1511","长期股权投资","1511","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1512","长期股权投资减值准备","1512","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1521","投资性房地产","1521","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1531","长期应收款","1531","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1532","未实现融资收益","1532","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1541","存出资本保证金","1541","account.data_account_type_non_current_assets","cn_chart_template","","False"
"account_1601","固定资产","1601","account.data_account_type_fixed_assets","cn_chart_template","","False"
"account_1602","累计折旧","1602","account.data_account_type_fixed_assets","cn_chart_template","","False"
"account_1603","固定资产减值准备","1603","account.data_account_type_fixed_assets","cn_chart_template","","False"
"account_1604","在建工程","1604","account.data_account_type_fixed_assets","cn_chart_template","","False"
"account_1605","工程物资","1605","account.data_account_type_fixed_assets","cn_chart_template","","False"
"account_1606","固定资产清理","1606","account.data_account_type_fixed_assets","cn_chart_template","","False"
"account_1611","未担保余值","1611","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1621","生产性生物资产","1621","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1622","生产性生物资产累计折旧","1622","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1623","公益性生物资产","1623","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1631","油气资产","1631","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1632","累计折耗","1632","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1701","无形资产","1701","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1702","累计摊销","1702","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1703","无形资产减值准备","1703","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1711","商誉","1711","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1801","长期待摊费用","1801","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1811","递延所得税资产","1811","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1821","独立账户资产","1821","account.data_account_type_current_assets","cn_chart_template","","False"
"account_1901","待处理财产损溢","1901","account.data_account_type_current_assets","cn_chart_template","","False"
"account_2001","短期借款","2001","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2002","存入保证金","2002","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2003","拆入资金","2003","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2004","向中央银行借款","2004","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2011","吸收存款","2011","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2012","同业存放","2012","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2021","贴现负债","2021","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2101","交易性金融负债","2101","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2111","卖出回购金融资产款","2111","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2201","应付票据","2201","account.data_account_type_payable","cn_chart_template","","True"
"account_2202","应付账款","2202","account.data_account_type_payable","cn_chart_template","","True"
"account_2203","预收账款","2203","account.data_account_type_current_liabilities","cn_chart_template","","True"
"account_2211","应付职工薪酬","2211","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2221","应交税费","2221","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222101","应交增值税","222101","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210101","进项税额","22210101","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210102","已交税金","22210102","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210103","转出未交增值税","22210103","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210104","减免税款","22210104","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210105","销项税额","22210105","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210106","出口退税","22210106","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210107","进项税额转出","22210107","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210108","出口抵减内销产品应纳税额","22210108","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210109","转出多交增值税","22210109","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_22210110","未交增值税","22210110","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222102","应交营业税","222102","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222103","应交消费税","222103","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222104","应交资源税","222104","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222105","应交所得税","222105","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222106","应交土地增值税","222106","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222107","应交城市维护建设税","222107","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222108","应交房产税","222108","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222109","应交土地使用税","222109","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222110","应交车船使用税","222110","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_222111","应交个人所得税","222111","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2231","应付利息","2231","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2232","应付股利","2232","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2241","其他应付款","2241","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2251","应付保单红利","2251","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2261","应付分保账款","2261","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2311","代理买卖证券款","2311","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2312","代理承销证券款","2312","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2313","代理兑付证券款","2313","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2314","代理业务负债","2314","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2401","递延收益","2401","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2501","长期借款","2501","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2502","应付债券","2502","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2601","未到期责任准备金","2601","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2602","保险责任准备金","2602","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2611","保户储金","2611","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2621","独立账户负债","2621","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2701","长期应付款","2701","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2702","未确认融资费用","2702","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2711","专项应付款","2711","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2801","预计负债","2801","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_2901","递延所得税负债","2901","account.data_account_type_current_liabilities","cn_chart_template","","False"
"account_3001","清算资金往来","3001","account.data_account_off_sheet","cn_chart_template","","False"
"account_3002","货币兑换","3002","account.data_account_off_sheet","cn_chart_template","","False"
"account_3101","衍生工具","3101","account.data_account_off_sheet","cn_chart_template","","False"
"account_3201","套期工具","3201","account.data_account_off_sheet","cn_chart_template","","False"
"account_3202","被套期项目","3202","account.data_account_off_sheet","cn_chart_template","","False"
"account_4001","实收资本","4001","account.data_account_type_equity","cn_chart_template","","False"
"account_4002","资本公积","4002","account.data_account_type_equity","cn_chart_template","","False"
"account_4101","盈余公积","4101","account.data_account_type_equity","cn_chart_template","","False"
"account_4102","一般风险准备","4102","account.data_account_type_equity","cn_chart_template","","False"
"account_4103","本年利润","4103","account.data_account_type_equity","cn_chart_template","","False"
"account_4104","利润分配","4104","account.data_account_type_equity","cn_chart_template","","False"
"account_4201","库存股","4201","account.data_account_type_equity","cn_chart_template","","False"
"account_5001","生产成本","5001","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_5101","制造费用","5101","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_5201","劳务成本","5201","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_5301","研发支出","5301","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_5401","工程施工","5401","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_5402","工程结算","5402","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_5403","机械作业","5403","account.data_account_type_direct_costs","cn_chart_template","","False"
"account_6001","主营业务收入","6001","account.data_account_type_revenue","cn_chart_template","","False"
"account_6011","利息收入","6011","account.data_account_type_revenue","cn_chart_template","","False"
"account_6021","手续费及佣金收入","6021","account.data_account_type_revenue","cn_chart_template","","False"
"account_6031","保费收入","6031","account.data_account_type_revenue","cn_chart_template","","False"
"account_6041","租赁收入","6041","account.data_account_type_revenue","cn_chart_template","","False"
"account_6051","其他业务收入","6051","account.data_account_type_revenue","cn_chart_template","","False"
"account_6061","汇兑损益","6061","account.data_account_type_revenue","cn_chart_template","","False"
"account_6101","公允价值变动损益","6101","account.data_account_type_revenue","cn_chart_template","","False"
"account_6111","投资收益","6111","account.data_account_type_revenue","cn_chart_template","","False"
"account_6201","摊回保险责任准备金","6201","account.data_account_type_expenses","cn_chart_template","","False"
"account_6202","摊回赔付支出","6202","account.data_account_type_expenses","cn_chart_template","","False"
"account_6203","摊回分保费用","6203","account.data_account_type_expenses","cn_chart_template","","False"
"account_6301","营业外收入","6301","account.data_account_type_expenses","cn_chart_template","","False"
"account_6401","主营业务成本","6401","account.data_account_type_expenses","cn_chart_template","","False"
"account_6402","其他业务成本","6402","account.data_account_type_expenses","cn_chart_template","","False"
"account_6403","营业税金及附加","6403","account.data_account_type_expenses","cn_chart_template","","False"
"account_6411","利息支出","6411","account.data_account_type_expenses","cn_chart_template","","False"
"account_6421","手续费及佣金支出","6421","account.data_account_type_expenses","cn_chart_template","","False"
"account_6501","提取未到期责任准备金","6501","account.data_account_type_expenses","cn_chart_template","","False"
"account_6502","提取保险责任准备金","6502","account.data_account_type_expenses","cn_chart_template","","False"
"account_6511","赔付支出","6511","account.data_account_type_expenses","cn_chart_template","","False"
"account_6521","保单红利支出","6521","account.data_account_type_expenses","cn_chart_template","","False"
"account_6531","退保金","6531","account.data_account_type_expenses","cn_chart_template","","False"
"account_6541","分出保费","6541","account.data_account_type_expenses","cn_chart_template","","False"
"account_6542","分保费用","6542","account.data_account_type_expenses","cn_chart_template","","False"
"account_6601","销售费用","6601","account.data_account_type_expenses","cn_chart_template","","False"
"account_6602","管理费用","6602","account.data_account_type_expenses","cn_chart_template","","False"
"account_6603","财务费用","6603","account.data_account_type_expenses","cn_chart_template","","False"
"account_6604","勘探费用","6604","account.data_account_type_expenses","cn_chart_template","","False"
"account_6701","资产减值损失","6701","account.data_account_type_expenses","cn_chart_template","","False"
"account_6711","营业外支出","6711","account.data_account_type_expenses","cn_chart_template","","False"
"account_6801","所得税费用","6801","account.data_account_type_expenses","cn_chart_template","","False"
"account_6901","以前年度损益调整","6901","account.data_account_type_expenses","cn_chart_template","","False"
